# Configuration
# N_FOLDS,4
# EPOCHS_PER_TRIAL,5
# EARLY_STOPPING_PATIENCE,3
# INITIAL_POINTS,10
# BO_ITERATIONS,5
# BO_CANDIDATES,100
# BATCH_SIZE,512
# NUM_FILTERS,32
# KERNEL_SIZE,5
# NUM_UNITS,32
# LEARNING_RATE_MIN,0.0001
# LEARNING_RATE_MAX,0.05
# MANUAL_SEEDS,"[1, 4, 9, 12, 13, 14, 16, 17, 19, 21, 31, 35, 37, 38, 42, 45, 48, 51, 52, 55, 58, 60, 64, 66, 69, 80, 123, 256, 2048, 3651]"
seed,optimizer,best_accuracy,accuracy_std,best_learning_rate,best_final_loss,total_trials
52,SGD,0.8156666666666665,0.007431165603202644,0.0414560246911429,0.5296760458085272,15
52,Adam,0.8288333333333333,0.015072970657585883,0.0077691873417788755,0.46268311474058366,15
52,RMSProp,0.788,0.020821996915655193,0.00140328728033638,0.6486630224519305,15
52,AdaGrad,0.792,0.01622754859285078,0.015279860740397683,0.6314945783880022,15
52,Adadelta,0.7171666666666667,0.01168451016422072,0.04902342577333217,1.1458952062659793,15
52,AdamW,0.828,0.0078031332738130845,0.005004394820311268,0.47964661154482097,15
52,Adamax,0.8099999999999999,0.02099206199177839,0.005004394820311268,0.5248965000112851,15
52,ASGD,0.7108333333333333,0.01280082462621496,0.0424398822635684,0.8937608798344929,15
52,NAdam,0.8071666666666666,0.005382585087318402,0.0027891219579623434,0.5600422314471669,15
52,RAdam,0.8435,0.00595119035711904,0.04117320600141862,0.44013507333066726,15
52,Rprop,0.8498333333333333,0.011119302536080606,0.02610426974853407,0.3836403464277585,15
55,SGD,0.8171666666666666,0.009607578027554901,0.04997613156347153,0.518389604985714,15
55,Adam,0.8308333333333333,0.010256434294843625,0.0021508976576975975,0.4707406643364164,15
55,RMSProp,0.7825000000000001,0.010998737301264265,0.000927776785253269,0.6595383087793986,15
55,AdaGrad,0.7959999999999999,0.012319812408384223,0.009188600283434685,0.6026402811209361,15
55,Adadelta,0.7158333333333333,0.007635807459303572,0.04393563323259618,1.1998292439513736,15
